
"QS402EW - Accommodation type - Households"
"ONS Crown Copyright Reserved [from Nomis on 17 August 2018]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"postcode areas","All categories: Accommodation type","Unshared dwelling: Total","Unshared dwelling: Whole house or bungalow: Total","Unshared dwelling: Whole house or bungalow: Detached","Unshared dwelling: Whole house or bungalow: Semi-detached","Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace)","Unshared dwelling: Flat, maisonette or apartment: Total","Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement","Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Unshared dwelling: Flat, maisonette or apartment: In commercial building","Unshared dwelling: Caravan or other mobile or temporary structure","Shared dwelling"
"OL - Oldham",188327,188213,162512,27476,60140,74896,25531,22608,1658,1265,170,114
"OX - Oxford",242290,241674,202578,67276,80180,55122,37193,30004,5285,1904,1903,616
"PE - Peterborough",372974,372629,332713,157332,112411,62970,37293,30525,4502,2266,2623,345
"PL - Plymouth",232030,231373,190601,62899,65975,61727,39000,26501,10480,2019,1772,657
"PO - Portsmouth",352381,351211,271235,86061,89802,95372,78356,61484,12953,3919,1620,1170
"PR - Preston",219457,218773,187111,55160,85706,46245,30051,23597,4668,1786,1611,684
"RG - Reading",314494,313884,258315,97493,84641,76181,53436,45405,6171,1860,2133,610
"RH - Redhill",217383,217129,172327,65930,59151,47246,43673,36945,4869,1859,1129,254
"RM - Romford",205198,204956,158098,19247,67607,71244,46424,41183,3136,2105,434,242
"S - Sheffield",578166,577263,497807,119950,244320,133537,78975,68731,6234,4010,481,903
"SE - London SE",412616,408570,162943,13299,51433,98211,245357,186272,53410,5675,270,4046
"SG - Stevenage",167378,167310,139493,40076,48588,50829,27039,23845,1925,1269,778,68
"SK - Stockport",260660,260385,223071,62189,91060,69822,36939,31033,3799,2107,375,275
"SL - Slough",144701,144433,107503,38007,38536,30960,35548,30233,3857,1458,1382,268
"SM - Sutton",87844,87531,58817,10903,23498,24416,28694,24304,3155,1235,20,313
"SN - Swindon",191326,191151,165464,56768,58711,49985,24788,20982,2635,1171,899,175
"SO - Southampton",276203,275324,210979,84423,71209,55347,62368,52373,7605,2390,1977,879
"SP - Salisbury",94762,94659,81795,33297,27535,20963,12105,9762,1604,739,759,103
"SR - Sunderland",109601,109413,95509,11819,49920,33770,13885,10836,2258,791,19,188
"SS - Southend-on-Sea",216695,216198,171553,50950,73733,46870,42962,30529,10413,2020,1683,497
"ST - Stoke-on-Trent",275550,275214,246678,72815,113419,60444,27966,23336,2879,1751,570,336
"SW - London SW",381866,375272,124364,11177,32214,80973,250721,169414,74418,6889,187,6594
"SY - Shrewsbury",144748,144523,129967,61712,43145,25110,13954,9831,2757,1366,602,225
"TA - Taunton",139322,139151,121012,45529,42763,32720,17082,12776,3021,1285,1057,171
"TD - Galashiels",8257,8252,7088,1768,3154,2166,1147,873,165,109,17,5
"TF - Telford",85432,85405,77076,28642,31144,17290,7927,6665,762,500,402,27
"TN - Tonbridge",285861,285139,229731,97212,79959,52560,53530,35517,14800,3213,1878,722
"TQ - Torquay",125499,124989,98324,38157,31175,28992,25627,15527,8264,1836,1038,510
"TR - Truro",127727,127424,108173,45305,31267,31601,17479,11978,4171,1330,1772,303
"TS - Cleveland",256392,256087,228860,51326,103717,73817,26987,22669,2661,1657,240,305
"TW - Twickenham",193024,192329,125405,20989,58838,45578,66378,53480,10121,2777,546,695
"UB - Southall",127062,126802,88502,12177,42794,33531,37974,32428,4006,1540,326,260
"W - London W",237211,231275,65313,6227,20741,38345,165821,107228,52956,5637,141,5936
"WA - Warrington",261707,261567,232810,57348,104300,71162,28058,24331,2452,1275,699,140
"WC - London WC",15715,15161,736,87,119,530,14422,11285,2235,902,3,554
"WD - Watford",103170,102912,75705,18744,32145,24816,26687,22893,2640,1154,520,258
"WF - Wakefield",214052,213803,188908,44171,90655,54082,24591,21566,1854,1171,304,249
"WN - Wigan",131223,131161,118632,23938,56898,37796,12489,10930,964,595,40,62
"WR - Worcester",122579,122332,104411,43163,39548,21700,17116,13189,2719,1208,805,247
"WS - Walsall",181690,181530,155410,44323,77081,34006,25531,22562,1545,1424,589,160
"WV - Wolverhampton",162791,162463,133053,34898,71242,26913,28666,24991,2398,1277,744,328
"YO - York",242013,241380,206611,73779,82803,50029,34087,24705,6831,2551,682,633
"CF - Cardiff",419936,419195,355135,74603,132423,148109,63406,49805,10561,3040,654,741
"LD - Llandrindod Wells",22112,22092,19670,10545,5466,3659,2094,1287,491,316,328,20
"LL - Llandudno",232718,232393,204675,86236,70706,47733,26897,18974,5440,2483,821,325
"NP - Newport",206448,206196,181601,45664,63176,72761,24216,19960,2754,1502,379,252
"SA - Swansea",315848,315402,279227,99705,107957,71565,34911,27185,5222,2504,1264,446



"","In order to protect against disclosure of personal information, records"
"","have been swapped between different geographic areas. Some counts will"
"","be affected, particularly small counts at the lowest geographies"
"",""

